"지수별","시점","경기종합지수",
"기계류내수출하지수(선박제외)(전월비)(%)","2021.04 월","1.2",
"기계류내수출하지수(선박제외)(전월비)(%)","2021.03 월","-.4",
"기계류내수출하지수(선박제외)(전월비)(%)","2021.02 월",".6",
"기계류내수출하지수(선박제외)(전월비)(%)","2021.01 월","1.3",
"기계류내수출하지수(선박제외)(전월비)(%)","2020.12 월","1.7",
"기계류내수출하지수(선박제외)(전월비)(%)","2020.11 월","2.8",
"기계류내수출하지수(선박제외)(전월비)(%)","2020.10 월",".8",
"기계류내수출하지수(선박제외)(전월비)(%)","2020.09 월","1.5",
"기계류내수출하지수(선박제외)(전월비)(%)","2020.08 월",".7",
"기계류내수출하지수(선박제외)(전월비)(%)","2020.07 월","-.4",
"기계류내수출하지수(선박제외)(전월비)(%)","2020.06 월","-.5",
"기계류내수출하지수(선박제외)(전월비)(%)","2020.05 월","-1.5",
"기계류내수출하지수(선박제외)(전월비)(%)","2020.04 월",".4",
"기계류내수출하지수(선박제외)(전월비)(%)","2020.03 월","-1.5",
"기계류내수출하지수(선박제외)(전월비)(%)","2020.02 월","1",
"기계류내수출하지수(선박제외)(전월비)(%)","2020.01 월","-1.7",
"기계류내수출하지수(선박제외)(전월비)(%)","2019.12 월","2",
"기계류내수출하지수(선박제외)(전월비)(%)","2019.11 월",".4",
"기계류내수출하지수(선박제외)(전월비)(%)","2019.10 월","3",
"기계류내수출하지수(선박제외)(전월비)(%)","2019.09 월","1.3",
"기계류내수출하지수(선박제외)(전월비)(%)","2019.08 월",".2",
"기계류내수출하지수(선박제외)(전월비)(%)","2019.07 월","-.3",
"기계류내수출하지수(선박제외)(전월비)(%)","2019.06 월","-.6",
"기계류내수출하지수(선박제외)(전월비)(%)","2019.05 월",".1",
"기계류내수출하지수(선박제외)(전월비)(%)","2019.04 월","-.9",
"기계류내수출하지수(선박제외)(전월비)(%)","2019.03 월","0",
"기계류내수출하지수(선박제외)(전월비)(%)","2019.02 월","-2.9",
"기계류내수출하지수(선박제외)(전월비)(%)","2019.01 월","-2",
"기계류내수출하지수(선박제외)(전월비)(%)","2018.12 월","-2.3",
"기계류내수출하지수(선박제외)(전월비)(%)","2018.11 월","-1.3",
"기계류내수출하지수(선박제외)(전월비)(%)","2018.10 월","-1.6",
"기계류내수출하지수(선박제외)(전월비)(%)","2018.09 월","-1.3",
"기계류내수출하지수(선박제외)(전월비)(%)","2018.08 월","-2.5",
"기계류내수출하지수(선박제외)(전월비)(%)","2018.07 월",".3",
"기계류내수출하지수(선박제외)(전월비)(%)","2018.06 월","-1.3",
"기계류내수출하지수(선박제외)(전월비)(%)","2018.05 월",".3",
"기계류내수출하지수(선박제외)(전월비)(%)","2018.04 월","-3.2",
"기계류내수출하지수(선박제외)(전월비)(%)","2018.03 월","1.1",
"기계류내수출하지수(선박제외)(전월비)(%)","2018.02 월","1.2",
"기계류내수출하지수(선박제외)(전월비)(%)","2018.01 월","2.9",
"기계류내수출하지수(선박제외)(전월비)(%)","2017.12 월","-1.9",
"기계류내수출하지수(선박제외)(전월비)(%)","2017.11 월","-2",
"기계류내수출하지수(선박제외)(전월비)(%)","2017.10 월","-1.1",
"기계류내수출하지수(선박제외)(전월비)(%)","2017.09 월","-1.5",
"기계류내수출하지수(선박제외)(전월비)(%)","2017.08 월",".4",
"기계류내수출하지수(선박제외)(전월비)(%)","2017.07 월","1.2",
"기계류내수출하지수(선박제외)(전월비)(%)","2017.06 월","1.1",
"기계류내수출하지수(선박제외)(전월비)(%)","2017.05 월",".7",
"기계류내수출하지수(선박제외)(전월비)(%)","2017.04 월","-.3",
"기계류내수출하지수(선박제외)(전월비)(%)","2017.03 월",".3",
"기계류내수출하지수(선박제외)(전월비)(%)","2017.02 월",".4",
"기계류내수출하지수(선박제외)(전월비)(%)","2017.01 월","1.3",
"기계류내수출하지수(선박제외)(전월비)(%)","2016.12 월","2.4",
"기계류내수출하지수(선박제외)(전월비)(%)","2016.11 월","2.2",
"기계류내수출하지수(선박제외)(전월비)(%)","2016.10 월","2.6",
"기계류내수출하지수(선박제외)(전월비)(%)","2016.09 월","2.2",
"기계류내수출하지수(선박제외)(전월비)(%)","2016.08 월",".9",
"기계류내수출하지수(선박제외)(전월비)(%)","2016.07 월","2.1",
"기계류내수출하지수(선박제외)(전월비)(%)","2016.06 월",".5",
"기계류내수출하지수(선박제외)(전월비)(%)","2016.05 월","3",
"기계류내수출하지수(선박제외)(전월비)(%)","2016.04 월",".3",
"기계류내수출하지수(선박제외)(전월비)(%)","2016.03 월",".6",
"기계류내수출하지수(선박제외)(전월비)(%)","2016.02 월","-3.4",
"기계류내수출하지수(선박제외)(전월비)(%)","2016.01 월","-3.3",
"기계류내수출하지수(선박제외)(전월비)(%)","2015.12 월","-2.2",
"기계류내수출하지수(선박제외)(전월비)(%)","2015.11 월","-1.8",
"기계류내수출하지수(선박제외)(전월비)(%)","2015.10 월",".3",
"기계류내수출하지수(선박제외)(전월비)(%)","2015.09 월","1.3",
"기계류내수출하지수(선박제외)(전월비)(%)","2015.08 월","3.5",
"기계류내수출하지수(선박제외)(전월비)(%)","2015.07 월","-.1",
"기계류내수출하지수(선박제외)(전월비)(%)","2015.06 월","0",
"기계류내수출하지수(선박제외)(전월비)(%)","2015.05 월","-1.1",
"기계류내수출하지수(선박제외)(전월비)(%)","2015.04 월",".9",
"기계류내수출하지수(선박제외)(전월비)(%)","2015.03 월",".4",
"기계류내수출하지수(선박제외)(전월비)(%)","2015.02 월","-1.6",
"기계류내수출하지수(선박제외)(전월비)(%)","2015.01 월","-.8",
"기계류내수출하지수(선박제외)(전월비)(%)","2014.12 월","-1.1",
"기계류내수출하지수(선박제외)(전월비)(%)","2014.11 월","1.9",
"기계류내수출하지수(선박제외)(전월비)(%)","2014.10 월","-.2",
"기계류내수출하지수(선박제외)(전월비)(%)","2014.09 월",".5",
"기계류내수출하지수(선박제외)(전월비)(%)","2014.08 월","-.1",
"기계류내수출하지수(선박제외)(전월비)(%)","2014.07 월","1",
"기계류내수출하지수(선박제외)(전월비)(%)","2014.06 월","-.3",
"기계류내수출하지수(선박제외)(전월비)(%)","2014.05 월","-.7",
"기계류내수출하지수(선박제외)(전월비)(%)","2014.04 월","-.1",
"기계류내수출하지수(선박제외)(전월비)(%)","2014.03 월","-.6",
"기계류내수출하지수(선박제외)(전월비)(%)","2014.02 월","0",
